userName,content,score,at,thumbsUpCount
Kurakula Naveen,This platform is such waste of kind.Profits are secondary. First you will loss your principal amount. They donot recover money from borrowers. I think this company people only create fake accounts here and then loot money from investors.First they will call us to invest money here. While recovering from borrowers no response from these people. This type of platforms are only profit for the company not investors.,1,2021-06-07 06:53:08,5
Anjali Bisht,"this is really good and simple tool for investing , been using it from January and i am happy with this app.",5,2021-06-06 17:04:29,0
Chinki Pouja,"Loved this application, i can easily track my investment. Thank you team. Done well job guys.",5,2021-06-06 13:28:06,0
Neha Ahuja,"I am genuinely happy with this lenders app, i invest heavily and i just needed simple app to track my investments and this is the perfect app for me.",5,2021-06-06 13:27:42,1
Rbi Barik,I was trying hard to find such amazing lenders app through which i can invest directly and no need of registration.,5,2021-06-06 12:24:47,0
Raj Phukan,fantastic application! I can invest quickly with some simple clicks. Great work team lendenclub app.,5,2021-06-06 12:20:55,1
JAMES 007 BOND,this app show that my portfolio and added amount return also zero why it is happened in this app where is all my money gone.... please let me know what is the problem in this app please solve this issue...?,1,2021-06-06 06:45:19,1
Babu Gogoi,"a very good lendenclub app to invest with easy way and very fast, i always get high returns .",5,2021-06-05 17:24:20,0
Thoibishna Chetia,"this is really very nice lendenclub app, very easy to use and simple app for all investors.",5,2021-06-05 16:27:05,1
Rajashree Dutta,If you want to earn income through lending system without any recommendation fees then this app will definitely helps you.,5,2021-06-05 16:26:29,1
Luv Sharma,"Truly mind blowing advisory support is provided by team lendenclub app, well done guys.",5,2021-06-05 16:26:12,0
Palvit Sharma,if you want to invest easily and quickly then this lendenclub is your destination.,5,2021-06-05 16:24:47,1
Tommy Jefferson,"this is really a one stop destination for all investment, really surprised with its features and design.",5,2021-06-05 16:24:36,0
Steave Reed,"Easy and quick investments is possible because of this app, no paper work needed at all. Good app for all investment.",5,2021-06-05 16:24:23,0
Pratima Sharma,if you want to invest then guys this is the app for you which is really beneficial and trustworthy.👌,5,2021-06-05 16:22:54,1
A P,"Don't invest in this app. Forget your profit, your principal will also go. They don't have any plan to recover money and they only give automated reply on your mail. It has been more than 2 year my money still not recover bythem. I think they are doing scam by showing bad loan and eat your money.",1,2021-06-05 14:19:20,1
Debjyoti Roy,"Lots of Defaults, no action taken for recovery, forget about return on investment, even getting back total investment amount is not possible. Out of my total investment of nearly 15k, loans of 7k have been declared as default. P2P lending is a farce played by these companies.",1,2021-06-05 02:43:26,8
Soli Barik,"this lendenclub app is really beneficial for all investors which provides high returns, well done guys.",5,2021-06-04 17:22:38,0
Abhishek Meena,"Astounding investments app, i am using this app from three months and i am really happy with this application.",5,2021-06-03 17:57:32,0
Jeevan Vardhan,"Best with all needed data, Frankly speaking it is really nice and amazing app which helps to invest.",5,2021-06-03 15:49:43,0
Abhishek Sharma,"I must say this app is great , you can invest directly through lendenclub,so i recommend all to switch your regular investments to lendenclub.",5,2021-06-03 15:49:19,0
Aman Das,"Nowadays , i can invest without any hectic paperwork with the help of this amazing app lendenclub which is available on play store.",5,2021-06-03 15:42:04,0
Mintu Kesri,"elite app among all other apps, investment become easy and reliable because of this app",5,2021-06-03 15:33:36,1
Mira Kumari,"Outstanding app for investment , so guys it is beneficial to download and use it for investment.",5,2021-06-03 15:29:19,0
pranesh sellamuthu,You have replied for my review that can't able to trace your details... What details do u need,1,2021-06-02 18:14:03,0
Nida Tanweer,"Great to have, If you ask me for best investments app I always recommend lendenclub for investing . Thank you team .",5,2021-06-02 15:54:55,0
Kumar Saha,"App saves so much time, If you don’t have much time and want to invest quickly and easily then you must download this amazing app.",5,2021-06-02 15:07:32,1
Carry Minati,"App is free, Everything is at one place, for me it is the best investments app and I recommend all to try this app for better investment performance..",5,2021-06-02 15:07:21,1
Dhunda Barik,"Best app with all needed data, this app is best way to invest , guys you should try this app according to me.",5,2021-06-02 13:12:47,0
Ispriha Moran,"Totally in love with it, Installed this app three months ago and I regularly use this app to invest though this tool.",5,2021-06-02 10:59:55,0
Pathik Sharma,"Good job guys, if you are searching for easy way to invest then I strongly recommend this app to install and use.",5,2021-06-01 15:33:29,1
Dipti Nayak,"Keep going guys, if you want to invest then you must have this app in your mobile phones for effective investments.",5,2021-06-01 15:33:12,0
Ruhina Asim,one of the well designed and well featured lenders app for investing with zero error and less efforts.,5,2021-06-01 15:32:56,1
Ranjan Sharma,"Astounding app for all investors who are interested in investments , amazing app for all.",5,2021-06-01 15:32:46,2
Tellu Singh,"Astounding investments app ! if you ask me I believe that this app deserves even more than five stars rating, it is one the best app that I have ever used.",5,2021-06-01 15:31:36,0
Dhruv Sharma,Great to recommend all to try this lenders app for easy investment and get high returns on it.♥️,5,2021-05-31 11:30:30,0
Sunil Meena,"Lendenclub is very nice and easy investment app, customer support system is also very good, I am genuinely impressed with this app💫🥰",5,2021-05-31 10:39:26,0
Carry Live,"Lendenclub is very nice and easy investment app, customer support system is also very good, I am genuinely impressed with this app.",5,2021-05-30 15:15:30,1
Monty Rajput,Flexible app for investment. Guys trust me it is very simple to use and free app which is available on play store.,5,2021-05-30 15:15:18,2
Pramila Sharma,"Very good app, you can invest through lendenclub with zero commission and absolutely free.",5,2021-05-30 12:51:39,1
Rita Sharma,"Very good app in market , Lendenclub is the best investments app i have ever used, i just loved this app and tell everyone to install in their mobile phones.",5,2021-05-30 12:51:11,1
David Loyed,Loving a lot this lenders app very much because of its simple design and very simple to use and you can start your investments quickly.🐻🐊🐠,5,2021-05-29 18:00:04,0
Prience Joseph,"Greatly designed, Must have this wonderful lenders app for investments , thank you team for support and best service.🐚🐙🐝",5,2021-05-29 17:59:32,1
Monty Bxt,"Great platform, I always use this app to invest, this really very nice and well designed app i can say..",5,2021-05-29 16:01:31,1
Dhuma Barik,"Phenomenal that i got this lenders app for online investments for free, such a lovely designed this app is.",5,2021-05-28 09:40:59,0
Roy Meena,"Using this app from 4 months and i personally use this tool form my investments , i really had a great experience with this tool.",5,2021-05-27 13:04:03,0
Adnan Barik,"Its Been the only app which i use to invest , really very much beneficial app by all means, keep it up team.",5,2021-05-27 12:33:56,0
Riji Barik,"Fortunate with all the features of this brilliant lenders app, i think that you should start using this app soon.",5,2021-05-27 12:33:39,0
Neha Joshi,"Great to use this app to invest with high returns, the overall app is mind blowing and i would love to recommend this one to all investors.",5,2021-05-26 16:27:44,1
Vikas Bansal,"This is for all P2P lenders,Lots of defaults. Even we can not know what do they do for recovery. Most important if a person who has a good credit history can easily take any loan amount from banks or even against his credit card.And a person with a poor credit history why will repay your Loan,Thikn about it.Invest your hard earned money in Mutual funds they will atleast return your money when you need it.",1,2021-05-26 16:12:50,22
Aman Roy,It is really good lendenclub app because now i can invest in all top funds directly.,5,2021-05-26 15:39:28,0
Anish Anto Alikala,Recent update is causing app to crash.,1,2021-05-26 14:12:05,1
Ss Barik,"one of the nice lendenclub app i can say, it is really beneficial to invest in direct plan.",5,2021-05-26 12:04:19,0
Anbu Selvan,Investing become interesting and quick because of lendenclub app for me so m really happy with this app.,5,2021-05-26 11:08:17,2
Rohit Jain,Very good trustworthy platform. Support team is responsible and responing on time. UI is also simple to use.,5,2021-05-25 18:17:26,8
